"superkingdom","phylum","class","order","family","genus","species"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota",NA,"Onygenales","Pseudeurotiaceae",NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Malassezia pachydermatis"
"Eukaryota","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae",NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Chlorophyta","Trebouxiophyceae","Trebouxiales","Trebouxiaceae","Trebouxia",NA
"Eukaryota","Chlorophyta","Trebouxiophyceae",NA,NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Chordata","Mammalia","Carnivora","Canidae",NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota","Leotiomycetes","Thelebolales",NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Mucoromycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Kodamaea",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota",NA,NA,NA,NA,NA,NA
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Lichtheimiaceae","Lichtheimia","Lichtheimia ramosa"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
NA,NA,NA,NA,NA,NA,NA
"Eukaryota","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Aphanoascus",NA
"Eukaryota","Chlorophyta","Trebouxiophyceae","Trebouxiales","Trebouxiaceae","Trebouxia",NA
"Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales",NA,NA,"uncultured Chloroidium"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Chlorophyta","Trebouxiophyceae","Trebouxiales","Trebouxiaceae","Symbiochloris","Symbiochloris symbiontica"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Adeleidae","Adelina",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Chlorophyta","Trebouxiophyceae",NA,NA,"Chloroidium","Chloroidium viscosum"
"Eukaryota","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae",NA,NA
"Eukaryota","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Cephalotrichum",NA
"Eukaryota","Ascomycota","Eurotiomycetes","Onygenales","Arachnomycetaceae","Arachnomyces","Arachnomyces kanei"
"Eukaryota","Ascomycota","Sordariomycetes",NA,"Coniochaetaceae","Coniochaeta",NA
"Eukaryota","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Nectria",NA
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Yarrowia","Yarrowia sp. TFM01"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Kodamaea",NA
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Pichia",NA
"Eukaryota","Ascomycota","Sordariomycetes",NA,"Coniochaetaceae","Coniochaeta",NA
"Eukaryota","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon",NA
"Eukaryota","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae",NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Cercozoa",NA,NA,NA,"Bodomorpha",NA
"Eukaryota","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae",NA,NA
"Eukaryota","Ascomycota",NA,NA,"Dothioraceae",NA,NA
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae",NA,NA
"Eukaryota","Ascomycota","Sordariomycetes","Coniochaetales",NA,NA,"Coniochaetales sp. GMG_C4"
"Eukaryota",NA,NA,NA,NA,NA,"Amoebozoa sp. amCP10"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota",NA,NA,NA,NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Helicostylum","Helicostylum pulchrum"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum dulcitum"
"Eukaryota","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Cephalotrichum","Cephalotrichum stemonitis"
"Eukaryota",NA,NA,NA,NA,NA,NA
"Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae",NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae",NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota","Leotiomycetes",NA,"Myxotrichaceae","Byssoascus","Byssoascus striatosporus"
"Eukaryota","Ascomycota","Leotiomycetes","Helotiales",NA,"Cadophora","Cadophora dextrinospora"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota",NA,NA,NA,NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Acrostalagmus","Acrostalagmus annulatus"
"Eukaryota","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae",NA,NA
"Eukaryota","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"Eukaryota","Platyhelminthes","Trematoda","Opisthorchiida","Opisthorchiidae","Clonorchis","Clonorchis sinensis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota",NA,NA,NA,"Tetrachaetum","Tetrachaetum elegans"
"Eukaryota","Apicomplexa","Conoidasida",NA,NA,"Quadruspinospora","Quadruspinospora mexicana"
"Eukaryota","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon",NA
"Eukaryota","Ascomycota",NA,NA,NA,"Cryptophialoidea","Cryptophialoidea fasciculata"
"Eukaryota","Cercozoa",NA,"Glissomonadida","Allapsidae","Allantion","Allantion parvum"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Candida",NA
"Eukaryota","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia","Wallemia muriae"
"Eukaryota",NA,NA,NA,NA,NA,NA
"Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"Eukaryota","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae",NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Mucoromycota","Endogonomycetes","Endogonales","Endogonaceae","Jimgerdemannia","Jimgerdemannia lactiflua"
"Eukaryota","Chlorophyta","Trebouxiophyceae",NA,NA,"Chloroidium","Chloroidium lobatum"
"Eukaryota","Basidiomycota","Agaricomycetes","Phallales","Phallaceae","Phallus","Phallus hadriani"
"Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Chytridiomycota","Chytridiomycetes",NA,NA,"Blyttiomyces","Blyttiomyces helicus"
"Eukaryota","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma",NA
"Eukaryota","Ciliophora","Litostomatea","Haptorida",NA,NA,NA
"Eukaryota","Basidiomycota","Agaricomycetes","Boletales","Serpulaceae","Serpula","Serpula himantioides"
"Eukaryota","Basidiomycota","Tremellomycetes","Holtermanniales",NA,"Holtermannia","Holtermannia sp."
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"Eukaryota","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia","Wallemia muriae"
"Eukaryota","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA
"Eukaryota",NA,NA,NA,NA,NA,NA
"Eukaryota","Cercozoa",NA,"Cercomonadida","Heteromitidae","Heteromita",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Cystoisospora","Cystoisospora canis"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Sarcocystis","Sarcocystis morae"
"Eukaryota","Ascomycota","Leotiomycetes",NA,NA,NA,"Leotiomycetes sp. CBS 259.65"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium","Cryptosporidium canis"
"Eukaryota","Ascomycota","Arthoniomycetes","Lichenostigmatales",NA,NA,"Lichenostigmatales sp."
"Eukaryota","Cercozoa",NA,NA,NA,NA,"Cercozoa sp. BSP1"
"Eukaryota","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae","Chloromonas",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Gregarinidae","Gregarina","Gregarina cloptoni"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Chlorophyta","Trebouxiophyceae","Trebouxiales","Trebouxiaceae","Trebouxia",NA
"Eukaryota","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae",NA,"Chlamydomonadaceae sp. Tow 2/24 P-6w"
"Eukaryota","Mucoromycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella indohii"
"Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia",NA
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Hammondia",NA
"Eukaryota",NA,NA,NA,NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida",NA,NA,"Quadruspinospora","Quadruspinospora mexicana"
"Eukaryota",NA,NA,NA,NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Apatococcus","Apatococcus lobatus"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Acrostalagmus","Acrostalagmus annulatus"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium","Cryptosporidium canis"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"Eukaryota","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Gymnascella",NA
"Eukaryota","Apicomplexa","Conoidasida",NA,NA,"Quadruspinospora","Quadruspinospora mexicana"
"Eukaryota","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae",NA,"Chlamydomonadaceae sp. Tow 2/24 P-6w"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota","Sordariomycetes","Sordariales","Cephalothecaceae",NA,NA
"Eukaryota","Cercozoa",NA,"Glissomonadida","Allapsidae","Allantion","Allantion parvum"
"Eukaryota","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"Eukaryota","Chytridiomycota","Chytridiomycetes","Rhizophydiales",NA,"Operculomyces","Operculomyces laminatus"
"Eukaryota","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Tausonia","Tausonia pullulans"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota","Lecanoromycetes",NA,NA,"Sarea","Sarea difformis"
"Eukaryota","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum",NA
"Eukaryota","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Phialophora","Phialophora intermedia"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Sarcocystis","Sarcocystis morae"
"Eukaryota","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","Chlamydomonas noctigama"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Stylocephalidae",NA,NA
"Eukaryota",NA,"Bigyra","Opalinata","Blastocystidae","Blastocystis","Blastocystis sp. subtype 3"
"Eukaryota","Ciliophora","Colpodea","Colpodida","Colpodidae","Colpoda",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae",NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Sarcocystis","Sarcocystis miescheriana"
"Eukaryota","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Tausonia","Tausonia pullulans"
"Eukaryota","Mucoromycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella strangulata"
"Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Pseudotremella","Pseudotremella moriformis"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Yarrowia","Yarrowia lipolytica"
"Eukaryota","Ascomycota","Eurotiomycetes","Onygenales","Arachnomycetaceae","Arachnomyces","Arachnomyces kanei"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Sarcocystis","Sarcocystis miescheriana"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Stylocephalidae",NA,NA
"Eukaryota","Arthropoda","Insecta","Blattodea","Termitidae","Macrotermes","Macrotermes barneyi"
"Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales",NA,"Chloroidium",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota","Sordariomycetes","Coniochaetales",NA,NA,"Coniochaetales sp. GMG_C4"
"Eukaryota","Ascomycota","Eurotiomycetes","Chaetothyriales","Epibryaceae","Epibryon","Epibryon sp. E TL-2012"
"Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Thyridariaceae",NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Striaticonidium","Striaticonidium cinctum"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Torulaceae","Torula",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Gregarinidae","Gregarina","Gregarina cloptoni"
"Eukaryota","Basidiomycota",NA,NA,NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Lopharia","Lopharia mirabilis"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Sarcocystis","Sarcocystis morae"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ciliophora","Spirotrichea","Stichotrichida",NA,NA,NA
"Eukaryota","Ciliophora","Litostomatea","Haptorida","Spathidiidae","Spathidium",NA
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Sarcocystis","Sarcocystis morae"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Cystoisospora","Cystoisospora canis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma victoriae"
"Eukaryota","Ciliophora","Litostomatea","Haptorida","Trachelophyllidae","Lagynophrya",NA
"Eukaryota","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida",NA,NA,"Quadruspinospora","Quadruspinospora mexicana"
"Eukaryota","Ciliophora","Litostomatea","Haptorida","Spathidiidae","Arcuospathidium","Arcuospathidium cultriforme"
"Eukaryota","Chlorophyta","Chlorophyceae","Sphaeropleales","Bracteacoccaceae","Bracteacoccus",NA
"Eukaryota","Ascomycota",NA,NA,NA,NA,"Pezizomycotina sp."
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Stylocephalidae",NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys","Clonostachys rosea"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Cystoisospora",NA
"Eukaryota","Zoopagomycota","Entomophthoromycetes","Entomophthorales","Ancylistaceae","Conidiobolus","Conidiobolus lamprauges"
"Eukaryota","Ciliophora","Litostomatea","Haptorida","Spathidiidae","Spathidium","Spathidium foissneri"
"Eukaryota","Ciliophora","Litostomatea","Haptorida","Spathidiidae","Arcuospathidium","Arcuospathidium cultriforme"
"Eukaryota","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus",NA
"Eukaryota","Ascomycota","Leotiomycetes",NA,NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Neogregarinorida","Syncystidae","Syncystis","Syncystis mirabilis"
"Eukaryota","Chlorophyta",NA,NA,NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Eimeriidae","Eimeria","Eimeria papillata"
"Eukaryota","Chlorophyta","Chlorophyceae","Tetrasporales","Tetrasporaceae","Paulschulzia","Paulschulzia tenera"
"Eukaryota","Imbricatea",NA,"Euglyphida","Trinematidae","Trinema","Trinema lineare"
"Eukaryota","Chlorophyta",NA,NA,NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Ciliophora","Colpodea","Colpodida","Colpodidae","Colpoda",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Stylocephalidae",NA,NA
"Eukaryota",NA,NA,NA,NA,NA,"fungal sp. TRN30"
"Eukaryota","Chlorophyta","Trebouxiophyceae",NA,NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
